0,0,0,1,0,0,0.5,0
291.7585,5.093499e-06,476.3869,1,0.001,0.001,0.5,0
583.517,1.0187e-05,952.7739,1,0.002,0.002,0.5,0
875.2754,1.52805e-05,1429.161,1,0.003,0.003,0.5,0
1167.034,2.0374e-05,1905.548,1,0.004,0.004,0.5,0
1458.792,2.546749e-05,2381.935,1,0.005,0.005,0.5,0
1750.551,3.056099e-05,2858.322,1,0.006,0.006,0.5,0
2079.266,3.629968e-05,3372.096,1,0.007,0.007,0.5,0
2481.896,4.332876e-05,3960.645,1,0.008,0.008,0.5,0
2884.525,5.035783e-05,4549.194,1,0.009,0.009,0.5,0
3287.154,5.73869e-05,5137.743,1,0.01,0.01,0.5,0
3689.783,6.441597e-05,5726.292,1,0.011,0.011,0.5,0
4092.413,7.144505e-05,6314.841,1,0.012,0.012,0.5,0
4495.042,7.847412e-05,6903.39,1,0.013,0.013,0.5,0
4798.146,8.37657e-05,7254.466,1,0.014,0.014,0.5,0
5051.488,8.818852e-05,7486.807,1,0.015,0.015,0.5,0
5304.831,9.261136e-05,7719.147,1,0.016,0.016,0.5,0
5558.173,9.703419e-05,7951.488,1,0.017,0.017,0.5,0
5811.514,0.000101457,8183.828,1,0.018,0.018,0.5,0
6064.857,0.0001058798,8416.168,1,0.019,0.019,0.5,0
6318.199,0.0001103027,8648.508,1,0.02,0.02,0.5,0
6640.834,0.0001159352,8894.136,1,0.021,0.021,0.5,0
6963.469,0.0001215678,9139.763,1,0.022,0.022,0.5,0
7286.105,0.0001272003,9385.39,1,0.023,0.023,0.5,0
7608.74,0.0001328328,9631.017,1,0.024,0.024,0.5,0
7931.375,0.0001384654,9876.645,1,0.025,0.025,0.5,0
8254.01,0.0001440979,10122.27,1,0.026,0.026,0.5,0
8603.717,0.0001502031,10369.97,1,0.027,0.027,0.5,0
9007.564,0.0001572534,10621.8,1,0.028,0.028,0.5,0
9411.411,0.0001643038,10873.63,1,0.029,0.029,0.5,0
