0.252882,-8.38726e-19,4.01188e-17,0.288675,-4.00746e-18,-1.13731e-17,-0.068144,1.07993e-17,0.118029,-5.07819e-18,5.53734e-19,-6.78055e-18,3.14896e-17,-1.9082e-16,3.00535e-18,-1.89085e-16,-2.78187e-18,-5.44942e-17,-1.82274e-17,1.66777e-17,-0.0101667,4.46453e-17,0.0151556,1.361e-17,-0.020049,-2.20485e-18,-2.61631e-17,-1.3924e-17,5.93638e-18,-1.60026e-18,-2.3117e-17,6.93889e-18,2.45764e-17,1.38778e-16,1.14462e-17,-1.38778e-17,-4.99465e-18,-5.04951e-17,1.53011e-17,5.01632e-17,1.20132e-18,-5.85457e-18,-0.00269832,-3.82482e-17,0.00391023,-4.4435e-17,-0.00428345,1.2278e-17,0.00579981,-1.76905e-17,-1.26453e-17,-9.57854e-18,1.25648e-17,-3.39783e-17,-1.23566e-17,1.63721e-17,-1.30575e-17,1.59595e-16,9.40462e-18,-6.93889e-17,-1.87936e-17,-6.93889e-18,3.47317e-17,-5.55112e-17
-8.38726e-19,0.178666,5.0307e-17,6.074e-18,0.223607,-3.69664e-18,9.1026e-19,4.85723e-17,-1.40031e-18,0.121834,2.20304e-17,-0.0314575,4.16334e-17,1.02529e-17,2.77556e-17,2.94057e-18,-2.41777e-17,2.01811e-18,2.88533e-17,-9.97067e-18,-1.53585e-18,8.0231e-17,-1.29791e-18,1.38778e-17,1.81746e-20,-0.0354638,4.83656e-18,0.0158599,2.10169e-18,-0.00489447,-2.1684e-17,4.35201e-18,9.36751e-17,8.33929e-18,6.93889e-17,6.68482e-19,2.43295e-16,-1.65906e-17,-2.64545e-16,-7.52437e-18,1.77918e-16,-1.0096e-17,-4.42733e-18,2.60209e-17,-5.59134e-18,1.38778e-17,-8.43588e-19,8.67362e-18,-8.92868e-20,0.0228467,-2.3595e-17,-0.0119749,-9.30367e-18,0.00649904,1.31753e-17,-0.00208457,-4.16334e-17,8.36517e-19,3.1225e-17,1.17457e-17,1.38778e-17,8.7235e-18,4.16334e-17,2.93741e-19
4.01188e-17,4.68375e-17,0.178666,4.35597e-17,7.11237e-17,-3.28529e-17,5.14023e-17,0.223607,2.72806e-17,6.245e-17,-3.25712e-17,3.90313e-17,-0.0770548,9.10708e-17,0.0994773,-7.2322e-18,2.55872e-17,-5.84025e-17,2.75387e-17,4.0403e-17,-1.16927e-17,8.4622e-17,1.06423e-16,8.37004e-17,-1.03037e-17,1.38778e-17,-9.48409e-17,3.20924e-17,5.21305e-17,-9.54098e-17,-0.0189562,2.81949e-17,0.0258991,-3.93108e-17,-0.0224293,-1.07097e-18,0,-3.41619e-17,1.35308e-16,1.27003e-16,-1.64799e-17,4.4106e-17,-1.24321e-16,-9.45424e-17,-7.33917e-18,-6.96058e-17,-4.71929e-17,3.40439e-17,-2.63108e-18,-3.64292e-17,6.03439e-18,-5.20417e-18,5.24673e-17,-7.15573e-17,2.38096e-17,3.64292e-17,-0.0110305,-2.04892e-16,0.0153184,-2.87409e-16,-0.0143699,-9.79044e-17,0.0122121,-1.2904e-17
0.288675,6.074e-18,4.35597e-17,0.374782,6.30242e-18,-1.64005e-17,-0.129099,2.02823e-17,0.223607,4.47266e-18,-4.48938e-18,4.61485e-19,1.64052e-17,-0.0588114,2.4901e-18,0.0759252,3.62673e-18,-4.30219e-17,-5.23861e-18,1.77628e-17,1.97758e-16,2.27131e-17,-2.56739e-16,-5.61629e-19,-1.52656e-16,1.63621e-18,-8.8614e-18,-7.78624e-18,2.84475e-18,-6.67084e-18,-4.92827e-18,-0.00779119,3.80779e-18,0.00841544,-8.74412e-18,-0.0112905,-1.57637e-18,-3.0862e-17,8.06741e-18,2.95431e-17,-2.12413e-19,-1.38726e-17,5.55112e-17,-2.02283e-17,-5.55112e-17,-6.28607e-17,1.38778e-17,-9.78152e-18,1.11022e-16,-1.23318e-17,-2.75978e-18,-2.18903e-17,-8.13398e-18,-3.90893e-17,-2.50203e-17,9.06839e-19,-2.47763e-17,-0.00309923,1.61313e-18,0.00322081,-3.992e-17,-0.00356074,2.06861e-17,0.00485247
-4.00746e-18,0.223607,7.45931e-17,6.30242e-18,0.313184,-2.18069e-17,-2.31832e-18,7.28584e-17,-2.07662e-18,0.231455,2.62876e-17,-0.0597614,2.94903e-17,7.414e-18,4.33681e-17,4.29145e-18,0.0880998,2.9674e-18,-0.0332986,3.99529e-18,-1.79515e-18,7.41594e-17,-1.46634e-18,1.69136e-17,1.84125e-19,3.22225e-16,-1.47483e-18,-1.86483e-16,9.27661e-18,1.21919e-16,-2.08167e-17,-2.56147e-19,1.30104e-16,1.28277e-17,1.14492e-16,1.17527e-18,-0.0120611,-2.61969e-17,0.00593846,-1.0179e-17,-0.00271052,-5.48752e-18,5.07594e-18,2.08167e-17,1.54558e-18,3.81639e-17,1.97375e-18,4.33681e-17,2.06111e-19,3.80772e-16,-3.67835e-17,-2.55221e-16,-1.80735e-17,2.0795e-16,1.627e-17,-2.19551e-17,-5.37764e-17,6.223e-18,8.67362e-18,2.47208e-17,3.81639e-17,1.62422e-17,9.71445e-17,7.44983e-19
-1.13731e-17,-3.69664e-18,-3.28529e-17,-1.64005e-17,-2.18069e-17,0.162285,-1.44739e-17,-3.48868e-17,-9.75468e-18,-4.99624e-17,0.188982,-2.87305e-18,-2.47016e-17,-3.24037e-17,-5.73452e-18,1.75966e-18,-6.39435e-17,0.0890131,2.13156e-17,-0.0336438,3.71857e-18,-4.5822e-17,-3.3585e-17,5.10777e-17,2.29021e-18,-5.13067e-17,5.55112e-17,6.75268e-17,6.245e-17,-5.46154e-18,3.55812e-17,-9.22082e-18,-2.95867e-17,3.36461e-18,-5.00491e-18,-7.51859e-19,-6.41803e-18,-0.0144178,8.02649e-17,0.0101018,1.28337e-18,-0.00354941,2.81732e-17,2.68534e-17,-1.50532e-17,-1.41462e-17,1.50883e-17,-2.54375e-17,4.53868e-19,1.95745e-18,-1.04083e-17,1.95099e-17,-5.55112e-17,-2.24816e-17,-7.63278e-17,1.56317e-17,1.3982e-17,2.30558e-17,-7.86043e-18,-1.25906e-18,-2.15313e-17,-1.96942e-18,-8.17485e-18,4.41467e-19
-0.068144,9.1026e-19,5.14023e-17,-0.129099,-2.31832e-18,-1.44739e-17,0.200893,3.15086e-17,-0.06687,-2.87353e-18,-2.85834e-18,-4.73081e-18,1.16072e-17,0.20702,1.63302e-17,1.33574e-16,-3.86454e-19,-6.31837e-17,-1.71726e-17,2.34842e-17,-0.0663889,3.17238e-17,0.0714967,1.30281e-17,0.0144372,-3.2001e-18,-3.96993e-17,-1.22425e-17,3.01199e-17,-9.83276e-19,7.22395e-19,1.38778e-17,4.90393e-17,6.93889e-18,6.00973e-18,-1.38778e-17,-1.29637e-17,-6.48997e-17,1.6906e-17,9.82798e-17,-4.91394e-18,-1.33092e-17,-0.00985768,1.58087e-18,0.0123411,-3.93941e-18,-0.00713001,1.9899e-17,-0.00476369,-1.81779e-17,-2.32168e-17,6.60551e-18,5.5277e-17,-3.11319e-17,-1.58452e-17,6.21474e-17,-2.40189e-17,-1.38778e-17,5.45749e-17,-5.89806e-17,9.05075e-18,6.33174e-17,2.03134e-17,2.08167e-17
1.07993e-17,4.51028e-17,0.223607,2.02823e-17,6.93889e-17,-3.48868e-17,3.15086e-17,0.313184,1.14364e-17,4.16334e-17,-3.69268e-17,-1.21431e-17,-0.146385,4.53544e-17,0.188982,-5.92507e-18,-1.12757e-17,-3.23924e-17,-2.32019e-17,2.67103e-17,5.22594e-19,-0.070637,7.31573e-17,0.062296,-9.30462e-18,-4.51028e-17,-5.02413e-17,-6.07153e-17,2.82614e-17,-6.50521e-17,-6.09322e-17,1.45606e-17,7.56773e-17,-3.44602e-17,-5.61617e-17,-3.67832e-19,-5.20417e-17,3.33214e-17,6.07153e-17,1.03037e-16,2.60209e-18,7.84392e-17,-6.41102e-17,-0.00857143,-6.98464e-18,0.00813157,-2.83808e-17,-0.00696346,-2.45146e-18,-5.55112e-17,3.26783e-17,-2.25514e-17,3.62157e-17,-6.67869e-17,5.51652e-17,2.29851e-17,1.71304e-17,-1.29462e-16,-2.60209e-17,-2.12578e-16,6.28837e-17,-6.53836e-17,5.78964e-17,-9.33713e-18
0.118029,-1.40031e-18,2.72806e-17,0.223607,-2.07662e-18,-9.75468e-18,-0.06687,1.14364e-17,0.278108,-1.84703e-18,-1.03104e-17,-3.72564e-18,2.51852e-17,-0.0597614,-5.75302e-18,0.231455,-3.0079e-19,-2.63005e-17,-6.27701e-18,1.2969e-17,0.00859788,3.85571e-17,-0.0286768,-9.07866e-18,0.100878,1.42551e-18,-8.24484e-18,-3.33537e-18,-1.55076e-18,-4.201e-18,-3.22945e-18,1.249e-16,1.80846e-17,5.55112e-17,-5.64421e-18,5.55112e-17,1.92886e-18,-1.36981e-17,5.07346e-18,-6.34037e-18,-9.87949e-18,-5.5406e-18,0.000808574,7.99387e-18,-0.00229416,-3.29007e-17,0.00620178,1.92766e-18,-0.0167213,4.08997e-18,-1.87195e-18,-1.10292e-17,-2.76897e-17,-4.28482e-17,-1.76145e-17,4.60653e-18,-3.20261e-17,-9.02056e-17,2.90603e-18,1.38778e-17,-5.16391e-17,-7.97973e-17,6.62213e-18,5.20417e-17
-5.07819e-18,0.121834,6.245e-17,4.47266e-18,0.231455,-4.99624e-17,-2.87353e-18,4.51028e-17,-1.84703e-18,0.280985,2.17248e-17,-0.0411348,4.18502e-17,1.92191e-18,3.46945e-17,4.36097e-18,0.235702,1.26819e-17,-0.0445435,2.21985e-17,2.65063e-19,5.37764e-17,-4.18132e-18,2.77556e-17,6.13835e-19,0.115789,-3.18376e-18,-0.0254156,9.33272e-18,0.00377493,-5.20417e-17,-5.37401e-18,9.36751e-17,1.33926e-17,1.22298e-16,9.90333e-19,3.22659e-16,-1.3845e-17,-3.55618e-16,-1.22909e-17,2.23779e-16,1.83474e-17,6.64088e-18,1.73472e-18,-9.3699e-19,2.94903e-17,2.7039e-18,5.0307e-17,-3.82422e-19,-0.0378083,-2.84486e-17,0.0108995,-1.74591e-17,-0.00268889,1.73922e-17,0.000345018,-3.20924e-17,5.5729e-18,-3.1225e-17,2.10187e-17,2.25514e-17,1.28155e-17,1.00614e-16,5.02981e-19
