  0.00249750,  -0.00000058
  0.00749251,  -0.00000055
  0.01248751,  -0.00000049
  0.01748252,  -0.00000040
  0.02247752,  -0.00000028
  0.02747253,  -0.00000014
  0.03246753,   0.00000004
  0.03746254,   0.00000024
  0.04245754,   0.00000047
  0.04745255,   0.00000072
  0.05244755,   0.00000100
  0.05744256,   0.00000130
  0.06243756,   0.00000162
  0.06743257,   0.00000197
  0.07242757,   0.00000233
  0.07742258,   0.00000271
  0.08241758,   0.00000311
  0.08741259,   0.00000352
  0.09240759,   0.00000394
  0.09740260,   0.00000438
  0.10239760,   0.00000482
  0.10739261,   0.00000527
  0.11238761,   0.00000573
  0.11738262,   0.00000619
  0.12237762,   0.00000665
  0.12737263,   0.00000712
  0.13236763,   0.00000758
  0.13736264,   0.00000804
  0.14235764,   0.00000849
  0.14735265,   0.00000893
  0.15234765,   0.00000937
  0.15734266,   0.00000979
  0.16233766,   0.00001020
  0.16733267,   0.00001060
  0.17232767,   0.00001099
  0.17732268,   0.00001136
  0.18231768,   0.00001171
  0.18731269,   0.00001204
  0.19230769,   0.00001236
  0.19730270,   0.00001266
  0.20229770,   0.00001293
  0.20729271,   0.00001319
  0.21228771,   0.00001342
  0.21728272,   0.00001364
  0.22227772,   0.00001383
  0.22727273,   0.00001401
  0.23226773,   0.00001416
  0.23726274,   0.00001430
  0.24225774,   0.00001441
  0.24725275,   0.00001451
  0.25224775,   0.00001459
  0.25724276,   0.00001466
  0.26223776,   0.00001471
  0.26723277,   0.00001475
  0.27222777,   0.00001477
  0.27722278,   0.00001479
  0.28221778,   0.00001479
  0.28721279,   0.00001479
  0.29220779,   0.00001479
  0.29720280,   0.00001478
  0.30219780,   0.00001477
  0.30719281,   0.00001476
  0.31218781,   0.00001475
  0.31718282,   0.00001474
  0.32217782,   0.00001474
  0.32717283,   0.00001475
  0.33216783,   0.00001477
  0.33716284,   0.00001480
  0.34215784,   0.00001484
  0.34715285,   0.00001489
  0.35214785,   0.00001496
  0.35714286,   0.00001505
  0.36213786,   0.00001515
  0.36713287,   0.00001528
  0.37212787,   0.00001542
  0.37712288,   0.00001559
  0.38211788,   0.00001578
  0.38711289,   0.00001600
  0.39210789,   0.00001624
  0.39710290,   0.00001650
  0.40209790,   0.00001680
  0.40709291,   0.00001712
  0.41208791,   0.00001746
  0.41708292,   0.00001784
  0.42207792,   0.00001824
  0.42707293,   0.00001867
  0.43206793,   0.00001913
  0.43706294,   0.00001962
  0.44205794,   0.00002014
  0.44705295,   0.00002068
  0.45204795,   0.00002126
  0.45704296,   0.00002186
  0.46203796,   0.00002249
  0.46703297,   0.00002315
  0.47202797,   0.00002383
  0.47702298,   0.00002455
  0.48201798,   0.00002529
  0.48701299,   0.00002605
  0.49200799,   0.00002685
  0.49700300,   0.00002767
  0.50199800,   0.00002851
  0.50699301,   0.00002938
  0.51198801,   0.00003027
  0.51698302,   0.00003119
  0.52197802,   0.00003213
  0.52697303,   0.00003310
  0.53196803,   0.00003408
  0.53696304,   0.00003509
  0.54195804,   0.00003613
  0.54695305,   0.00003718
  0.55194805,   0.00003826
  0.55694306,   0.00003935
  0.56193806,   0.00004047
  0.56693307,   0.00004160
  0.57192807,   0.00004276
  0.57692308,   0.00004394
  0.58191808,   0.00004513
  0.58691309,   0.00004635
  0.59190809,   0.00004758
  0.59690310,   0.00004883
  0.60189810,   0.00005011
  0.60689311,   0.00005140
  0.61188811,   0.00005270
  0.61688312,   0.00005403
  0.62187812,   0.00005537
  0.62687313,   0.00005673
  0.63186813,   0.00005811
  0.63686314,   0.00005951
  0.64185814,   0.00006092
  0.64685315,   0.00006235
  0.65184815,   0.00006380
  0.65684316,   0.00006527
  0.66183816,   0.00006675
  0.66683317,   0.00006825
  0.67182817,   0.00006977
  0.67682318,   0.00007131
  0.68181818,   0.00007286
  0.68681319,   0.00007444
  0.69180819,   0.00007603
  0.69680320,   0.00007764
  0.70179820,   0.00007927
  0.70679321,   0.00008091
  0.71178821,   0.00008258
  0.71678322,   0.00008427
  0.72177822,   0.00008597
  0.72677323,   0.00008770
  0.73176823,   0.00008944
  0.73676324,   0.00009121
  0.74175824,   0.00009300
  0.74675325,   0.00009481
  0.75174825,   0.00009664
  0.75674326,   0.00009849
  0.76173826,   0.00010037
  0.76673327,   0.00010227
  0.77172827,   0.00010419
  0.77672328,   0.00010614
  0.78171828,   0.00010811
  0.78671329,   0.00011011
  0.79170829,   0.00011213
  0.79670330,   0.00011418
  0.80169830,   0.00011626
  0.80669331,   0.00011837
  0.81168831,   0.00012050
  0.81668332,   0.00012266
  0.82167832,   0.00012485
  0.82667333,   0.00012708
  0.83166833,   0.00012933
  0.83666334,   0.00013162
  0.84165834,   0.00013394
  0.84665335,   0.00013629
  0.85164835,   0.00013868
  0.85664336,   0.00014110
  0.86163836,   0.00014356
  0.86663337,   0.00014606
  0.87162837,   0.00014859
  0.87662338,   0.00015117
  0.88161838,   0.00015378
  0.88661339,   0.00015643
  0.89160839,   0.00015913
  0.89660340,   0.00016187
  0.90159840,   0.00016465
  0.90659341,   0.00016747
  0.91158841,   0.00017034
  0.91658342,   0.00017326
  0.92157842,   0.00017623
  0.92657343,   0.00017924
  0.93156843,   0.00018230
  0.93656344,   0.00018541
  0.94155844,   0.00018858
  0.94655345,   0.00019179
  0.95154845,   0.00019506
  0.95654346,   0.00019838
  0.96153846,   0.00020176
  0.96653347,   0.00020519
  0.97152847,   0.00020868
  0.97652348,   0.00021223
  0.98151848,   0.00021584
  0.98651349,   0.00021950
  0.99150849,   0.00022323
  0.99650350,   0.00022702
  1.00149850,   0.00023087
  1.00649351,   0.00023478
  1.01148851,   0.00023875
  1.01648352,   0.00024279
  1.02147852,   0.00024690
  1.02647353,   0.00025107
  1.03146853,   0.00025530
  1.03646354,   0.00025961
  1.04145854,   0.00026398
  1.04645355,   0.00026842
  1.05144855,   0.00027293
  1.05644356,   0.00027751
  1.06143856,   0.00028215
  1.06643357,   0.00028687
  1.07142857,   0.00029166
  1.07642358,   0.00029651
  1.08141858,   0.00030144
  1.08641359,   0.00030644
  1.09140859,   0.00031151
  1.09640360,   0.00031665
  1.10139860,   0.00032186
  1.10639361,   0.00032715
  1.11138861,   0.00033250
  1.11638362,   0.00033793
  1.12137862,   0.00034342
  1.12637363,   0.00034899
  1.13136863,   0.00035462
  1.13636364,   0.00036033
  1.14135864,   0.00036610
  1.14635365,   0.00037194
  1.15134865,   0.00037784
  1.15634366,   0.00038381
  1.16133866,   0.00038985
  1.16633367,   0.00039595
  1.17132867,   0.00040211
  1.17632368,   0.00040833
  1.18131868,   0.00041461
  1.18631369,   0.00042095
  1.19130869,   0.00042734
  1.19630370,   0.00043379
  1.20129870,   0.00044029
  1.20629371,   0.00044684
  1.21128871,   0.00045344
  1.21628372,   0.00046009
  1.22127872,   0.00046677
  1.22627373,   0.00047350
  1.23126873,   0.00048026
  1.23626374,   0.00048706
  1.24125874,   0.00049389
  1.24625375,   0.00050075
  1.25124875,   0.00050764
  1.25624376,   0.00051454
  1.26123876,   0.00052147
  1.26623377,   0.00052841
  1.27122877,   0.00053537
  1.27622378,   0.00054233
  1.28121878,   0.00054931
  1.28621379,   0.00055628
  1.29120879,   0.00056325
  1.29620380,   0.00057022
  1.30119880,   0.00057718
  1.30619381,   0.00058413
  1.31118881,   0.00059107
  1.31618382,   0.00059800
  1.32117882,   0.00060491
  1.32617383,   0.00061179
  1.33116883,   0.00061866
  1.33616384,   0.00062551
  1.34115884,   0.00063233
  1.34615385,   0.00063913
  1.35114885,   0.00064591
  1.35614386,   0.00065268
  1.36113886,   0.00065942
  1.36613387,   0.00066616
  1.37112887,   0.00067288
  1.37612388,   0.00067961
  1.38111888,   0.00068634
  1.38611389,   0.00069308
  1.39110889,   0.00069986
  1.39610390,   0.00070667
  1.40109890,   0.00071353
  1.40609391,   0.00072047
  1.41108891,   0.00072750
  1.41608392,   0.00073465
  1.42107892,   0.00074194
  1.42607393,   0.00074939
  1.43106893,   0.00075705
  1.43606394,   0.00076495
  1.44105894,   0.00077312
  1.44605395,   0.00078163
  1.45104895,   0.00079050
  1.45604396,   0.00079981
  1.46103896,   0.00080960
  1.46603397,   0.00081995
  1.47102897,   0.00083093
  1.47602398,   0.00084261
  1.48101898,   0.00085509
  1.48601399,   0.00086844
  1.49100899,   0.00088278
  1.49600400,   0.00089820
  1.50099900,   0.00091482
  1.50599401,   0.00093277
  1.51098901,   0.00095217
  1.51598402,   0.00097316
  1.52097902,   0.00099589
  1.52597403,   0.00102051
  1.53096903,   0.00104719
  1.53596404,   0.00107608
  1.54095904,   0.00110738
  1.54595405,   0.00114126
  1.55094905,   0.00117791
  1.55594406,   0.00121753
  1.56093906,   0.00126033
  1.56593407,   0.00130650
  1.57092907,   0.00135625
  1.57592408,   0.00140979
  1.58091908,   0.00146734
  1.58591409,   0.00152909
  1.59090909,   0.00159527
  1.59590410,   0.00166606
  1.60089910,   0.00174167
  1.60589411,   0.00182229
  1.61088911,   0.00190810
  1.61588412,   0.00199928
  1.62087912,   0.00209599
  1.62587413,   0.00219839
  1.63086913,   0.00230663
  1.63586414,   0.00242083
  1.64085914,   0.00254114
  1.64585415,   0.00266767
  1.65084915,   0.00280056
  1.65584416,   0.00293993
  1.66083916,   0.00308593
  1.66583417,   0.00323873
  1.67082917,   0.00339851
  1.67582418,   0.00356551
  1.68081918,   0.00374003
  1.68581419,   0.00392245
  1.69080919,   0.00411323
  1.69580420,   0.00431297
  1.70079920,   0.00452239
  1.70579421,   0.00474241
  1.71078921,   0.00497415
  1.71578422,   0.00521898
  1.72077922,   0.00547853
  1.72577423,   0.00575478
  1.73076923,   0.00605005
  1.73576424,   0.00636711
  1.74075924,   0.00670915
  1.74575425,   0.00707989
  1.75074925,   0.00748361
  1.75574426,   0.00792517
  1.76073926,   0.00841010
  1.76573427,   0.00894464
  1.77072927,   0.00953574
  1.77572428,   0.01019113
  1.78071928,   0.01091935
  1.78571429,   0.01172976
  1.79070929,   0.01263257
  1.79570430,   0.01363883
  1.80069930,   0.01476044
  1.80569431,   0.01601010
  1.81068931,   0.01740133
  1.81568432,   0.01894836
  1.82067932,   0.02066614
  1.82567433,   0.02257020
  1.83066933,   0.02467660
  1.83566434,   0.02700178
  1.84065934,   0.02956248
  1.84565435,   0.03237557
  1.85064935,   0.03545789
  1.85564436,   0.03882610
  1.86063936,   0.04249648
  1.86563437,   0.04648476
  1.87062937,   0.05080588
  1.87562438,   0.05547383
  1.88061938,   0.06050140
  1.88561439,   0.06589999
  1.89060939,   0.07167942
  1.89560440,   0.07784771
  1.90059940,   0.08441087
  1.90559441,   0.09137278
  1.91058941,   0.09873501
  1.91558442,   0.10649664
  1.92057942,   0.11465422
  1.92557443,   0.12320162
  1.93056943,   0.13213003
