50.86533034629682	2.14422796104357	0.27308480883257213	0.04717606550822422	196.31769617759335	0.0	0.0	0.0	-45.23562964186153	0.00227518436995653	0.0	0.0	0.0	0.03756307538276568	0.0	0.0	0.014349283422028233	0.0	0.0	0.0
17.649056878258342	-2405.4917702750977	2307.529279978484	7153.713744450325	-2112.224261539893	-12635.867951997641	-7326.331254139431	3247.65409742226	17653.306085792938	30949.140040548806	30930.204283518517	20351.103966576877	9836.544352615127	3459.258024452175	775.4210197648852	86.04272413370764	33.203059558800426	9.739050892665757	1.1693916065626755	0.0
-1.1901849751974382e-14	-540.6116259295165	226.99726544601117	3060.354375525977	-1296.205886582824	-3632.2832018084323	6194.117260719185	20656.107425057315	42662.06070588181	63770.18436259415	63762.66781455532	44313.48475026394	24191.276024391722	10570.38498141149	3457.0465856444994	688.4950091194431	26.618737443135558	6.2415616344838485	0.39103337504803526	0.0
0.0	-332.0347227912039	-6.850812481110552	907.0443576925073	2147.7800520104065	8070.991473047829	22672.270722360885	46325.14748574012	80054.02972441493	114126.17346756003	114202.0421099156	80883.61764844332	48018.38055189527	24712.941860881016	10552.09887379472	3376.190233491	630.984397003428	1.4367764129274754	-0.45109375544500413	0.0
2.1978996278165562e-26	-258.9352775659443	506.5641883058147	3315.292983827576	9719.782745705343	23068.021979000627	46081.3211598224	80436.1366738526	129408.54586259632	185471.8401543537	185479.2459833453	129723.6264096114	81166.93613693012	47036.468872305486	24237.22293170233	10348.95351473075	3286.1735488486484	605.0438243425816	-0.2372984378147539	0.0
-2.4447366386241276e-41	375.000880510039	3000.6052565061545	9928.628063857876	23214.48286759749	44887.03876996475	76608.34697567676	121493.87650124496	189795.02153612135	286410.9821785459	286323.9215997479	189762.68324817752	121692.53944188473	76967.105902244	45378.52862894113	23506.28942598468	9965.012323135292	3115.828089502406	565.5994401628087	0.0
-2.934627101339956e-44	2670.960553389312	9164.099675023575	22389.786797876808	43812.551937667915	74139.17617044601	114244.63986220871	169320.46322818202	263765.4401193248	443771.9228888344	443578.1969752904	263451.00695686985	169185.2040050389	114291.0600040933	74299.84851572229	43924.354713311026	22425.573625854195	9257.860024120551	2799.116027182404	0.0
0.0	7733.56158402781	20181.1449653141	41608.31146496833	72983.2463158033	114142.15373774966	165441.4946416894	233145.1816984105	366624.5595711013	387780.14655911387	387534.19643631566	366176.6961015754	232835.99408938095	165324.58037858576	114173.60630708607	73034.64403477422	41641.22885302875	20245.981463545228	7810.3805683284045	0.0
-3.863687703126165e-57	14947.504392264975	34424.93814284922	66152.60774155786	112485.07906101219	175283.2829787949	256746.736383698	364671.87261046265	357874.4918757776	646256.002549045	646084.453873935	357464.55299121793	364292.7729075315	256538.98189204815	175231.55098964673	112526.48925581796	66200.12052615915	34472.865367898296	14988.871424391851	0.0
0.0	17869.024413426763	40285.470039021224	78769.88441385311	141364.20758925867	240678.76034233638	399685.9617987585	468602.9191324735	721578.5114073803	1.0294284399724633e6	1.0292540672014297e6	721117.4845956719	468017.6530985886	399229.9893718928	240464.67589369693	141309.11509378543	78788.93382665486	40313.927353087696	17887.681478929808	0.0
0.0	1380.7215464203027	4101.864530745163	10225.22838488645	22535.984080222785	46579.67976845824	99022.63887372588	238576.60639879422	663373.5273893243	2.129556789618272e6	2.1294342327636043e6	663168.6867029859	238440.79342347407	98948.5573460063	46555.052863640245	22531.687871820835	10225.89955796687	4103.020891278011	1381.4558055058865	0.0
0.0	78.15306861066284	320.80503266225645	1049.7334319199094	2941.9347232741493	7665.158472435607	20718.02382381409	63025.15717654987	220051.1379645041	757070.8384371527	757218.3902469564	220250.4859455041	63082.3469947314	20722.44079346782	7663.752992155307	2941.2811550918386	1049.615119520096	320.7944097747925	78.15272363362554	0.0
0.0	2.8032628751338855	17.484626253409736	78.84656180116667	289.60759689212296	972.321154130051	3405.3147319971044	13382.301204521147	57210.37202153947	217583.0050224228	217635.2178263871	57280.85434274735	13403.41272192085	3408.297266682046	972.4594516580524	289.561778330114	78.83189304273898	17.481169701397526	2.8027219630942612	0.0
0.0	0.04790625090932795	0.5909283484474049	4.0647196347463685	20.674771175844953	92.91768407004838	433.8342998092029	2228.4380849412037	11544.272027170871	47087.89117947697	47098.83105314031	11558.868805126189	2232.6538465432445	434.4298531507522	92.96122287123794	20.673704361003708	4.0638364806080975	0.5907849884946956	0.047894265521996694	0.0
0.0	8.297329148806465e-7	0.009376862303228092	0.12904046722736956	1.014879583184799	6.511037849363468	42.1234075742419	286.2893320352948	1803.270186138719	7993.125696980016	7994.831352518711	1805.4927873946774	286.8771295671178	42.19822189168542	6.516306587766183	1.0149735502598054	0.12901464863159862	0.009374220954602929	8.615399702176244e-7	0.0
0.0	2.457381018333842e-13	1.0037411902394892e-6	0.0019294940792703608	0.03106255833210211	0.3203218240415393	3.0452141670064634	27.99154574604417	217.0859237338551	1074.8741452024738	1075.079546697757	217.3452741758499	28.051758465589224	3.051695719882575	0.3207054498499022	0.031072415168107582	0.0019292973797230939	1.0140850883371683e-6	-4.615982328727454e-12	0.0
0.0	5.4954649180877866e-17	-1.574850048662455e-14	1.1308895100567081e-6	0.00047114101861610427	0.010243721471670946	0.15806317452811233	2.042592223558331	19.962576085482173	113.56295853250475	113.58204351576505	19.98579854701019	2.047115637040427	0.1584494494547392	0.010260963494347925	0.00047151709583175856	1.1372870362058384e-6	-4.41429913901709e-12	-3.087780481047109e-17	0.0
0.0	-1.7478753194839464e-41	4.9499971480952104e-17	-2.003369922957124e-13	1.2016555008146856e-6	0.00018235834634785922	0.005537746166900899	0.10765903830443105	1.3773372537330344	9.306553583082245	9.307898442078997	1.3789084580177597	0.10790144537806588	0.005552819622126694	0.00018279432985867243	1.2070875084901492e-6	-3.873781658268498e-12	-2.787047148351805e-17	1.443669475403661e-41	0.0
0.0	6.620140663082837e-56	-1.6293137911882994e-41	4.10907865419923e-17	-3.453287332141722e-13	1.199023169558358e-6	0.00011637842457010324	0.003869107839110026	0.06904319609287016	0.5792959050070741	0.5793653583230268	0.06912097326730948	0.003877866665712614	0.00011672234886714112	1.2036405096854865e-6	-3.1170232817258252e-12	-2.3191843621637646e-17	1.2359651867026463e-41	-5.917290011705061e-65	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
