0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.127418045389e-311	4.150030440814802e-303	2.1315491798975285e-297	1.5276272430766267e-294	1.5276272430766267e-294	2.1315491798977716e-297	4.150030440815279e-303	1.127418045389e-311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5740584465e-314	2.1315491798980137e-297	4.030004627143318e-283	1.0631479222696777e-271	3.9134501605256024e-263	2.0100362152045682e-257	1.44054198273987e-254	1.44054198273987e-254	2.0100362152045682e-257	3.9134501605260466e-263	1.0631479222696777e-271	4.0300046271437764e-283	2.1315491798980137e-297	1.5740584465e-314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1315491798980137e-297	2.0699012165040855e-277	2.8046704884986908e-260	5.302638640880017e-246	1.3988791019314558e-234	5.149277472435812e-226	2.6447849792835793e-220	1.8954503253017485e-217	1.8954503253017485e-217	2.6447849792835793e-220	5.149277472436397e-226	1.3988791019316153e-234	5.302638640880017e-246	2.80467048849901e-260	2.0699012165040855e-277	2.1315491798987403e-297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.127418045389e-311	5.623199701957462e-286	3.913450160526492e-263	3.800266643807613e-243	5.149277472436397e-226	9.735460122649582e-212	2.5682933791245816e-200	9.45389435117908e-192	4.85573323822133e-186	3.4799808748377967e-183	3.4799808748377967e-183	4.85573323822133e-186	9.45389435117962e-192	2.5682933791247275e-200	9.735460122650135e-212	5.149277472436397e-226	3.800266643807613e-243	3.9134501605273836e-263	5.623199701958741e-286	1.127418045389e-311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.079922726051977e-309	2.888202119007619e-280	1.4405419827397068e-254	1.0025411780475765e-231	9.735460122649027e-212	1.3191333712081851e-194	2.494014043833982e-180	6.579411425373158e-169	2.4218829910163922e-160	1.2439336956515163e-154	8.91495734641974e-152	8.91495734641974e-152	1.2439336956515163e-154	2.4218829910165302e-160	6.579411425373531e-169	2.494014043834124e-180	1.3191333712082602e-194	9.735460122649027e-212	1.0025411780478045e-231	1.440541982740034e-254	2.8882021190079464e-280	8.079922726051977e-309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
